id,user_id,title,data,created_at
7,1,Netflix,"{""accuracy"": 0.994, ""bestModel"": ""Gradient Boosting (XGBoost)"", ""churnRate"": 0.497, ""confusionMatrix"": {""falseNegative"": 6, ""falsePositive"": 0, ""trueNegative"": 497, ""truePositive"": 497}, ""f1Score"": 0.994, ""modelComparison"": [{""accuracy"": 0.994, ""name"": ""Gradient Boosting (XGBoost)"", ""precision"": 1, ""recall"": 0.9880715705765407}, {""accuracy"": 0.965, ""name"": ""Random Forest"", ""precision"": 0.968, ""recall"": 0.9622266401590457}, {""accuracy"": 0.885, ""name"": ""Logistic Regression"", ""precision"": 0.8730769230769231, ""recall"": 0.9025844930417495}, {""accuracy"": 0.509, ""name"": ""Support Vector Machine"", ""precision"": 0.5119521912350598, ""recall"": 0.510934393638171}, {""accuracy"": 0.666, ""name"": ""Neural Network"", ""precision"": 0.601684717208183, ""recall"": 0.9940357852882704}], ""precision"": 1, ""predictedChurn"": 497, ""predictedRetention"": 503, ""recall"": 0.9880715705765407, ""totalCustomers"": 5000}",2026-02-22 08:35:59
